User-ID,ISBN,Rating,Author,Gender
17,1028,10,532,1
17,1227,9,548,0
17,3454,7,1144,0
17,291,10,1306,1
18,3789,7,1134,1
18,565,10,290,1
18,54,8,894,0
18,1711,9,1239,1
18,1099,8,132,1
18,1683,3,824,0
19,1934,10,1120,0
19,201,9,84,0
19,1753,10,501,1
19,1931,10,1120,0
19,1919,10,1120,0
19,3908,10,585,0
19,1918,10,1120,0
19,2849,10,1120,0
19,3892,10,1120,0
19,2029,10,1120,0
19,1947,10,1120,0
19,2153,10,867,0
19,2007,10,1120,0
20,3944,5,513,1
20,3923,8,585,0
20,3922,6,211,0
20,3315,8,83,0
20,3857,10,440,1
20,3835,8,1157,0
20,3830,9,684,0
20,3593,10,369,1
20,3370,9,448,1
20,3357,10,722,0
20,3337,10,1302,1
20,3864,10,1123,0
20,3314,7,83,0
20,3225,9,51,0
20,132,8,322,1
20,637,8,83,0
20,763,10,83,0
20,945,7,15,0
20,1146,9,923,0
20,1195,8,845,0
20,3294,6,83,0
20,1205,8,845,0
20,1391,8,723,0
20,1619,10,938,0
20,1669,8,1034,1
20,1962,7,1068,1
20,2505,7,83,0
20,2612,8,119,1
20,1279,10,356,0
21,3575,9,132,1
21,1330,8,8,0
21,3088,8,345,0
21,2185,9,835,0
21,1331,8,8,0
21,1303,9,835,0
21,563,7,290,1
21,3482,8,1263,0
22,2246,7,551,0
22,2449,5,1261,0
22,3317,5,995,1
22,3330,6,598,0
22,3351,5,1266,1
22,3352,5,1115,0
22,3354,5,618,1
22,3359,8,283,1
22,3368,6,100,1
22,3382,6,376,1
22,3408,8,397,1
22,3389,7,376,1
22,3410,8,1269,0
22,3572,7,1096,0
22,3825,8,206,1
22,3980,7,537,1
22,3981,6,933,1
22,3983,6,933,1
22,3986,6,933,1
22,2132,5,751,0
22,3383,6,87,0
22,2121,5,580,1
22,435,5,408,0
22,1290,7,505,1
22,15,6,833,1
22,114,6,610,0
22,120,5,800,0
22,131,7,439,1
22,389,7,430,0
22,437,7,473,1
22,439,5,408,0
22,444,7,67,0
22,445,5,408,0
22,447,8,888,0
22,460,5,368,0
22,732,7,850,1
22,781,6,633,1
22,989,5,694,1
22,990,7,856,1
22,991,8,449,0
22,993,7,1098,1
22,994,7,581,1
22,995,8,125,1
22,1007,7,508,1
22,1012,7,1048,1
22,1265,7,737,0
22,1276,7,430,0
22,1319,7,548,0
22,104,7,71,0
22,409,5,100,1
23,3788,10,413,1
23,1781,6,1239,1
23,1759,7,930,1
23,1711,7,1239,1
23,1664,8,866,0
23,1359,10,941,1
23,1344,10,696,1
23,1280,7,827,1
23,1180,10,221,1
23,1172,8,923,0
23,1154,8,221,1
23,1146,7,923,0
23,1039,10,808,0
23,1014,6,53,1
23,1009,4,276,1
23,972,7,10,0
23,742,8,871,0
23,542,8,554,0
23,475,8,1138,1
23,473,10,530,1
23,349,9,1055,1
23,327,8,545,1
23,314,9,646,1
23,290,10,119,1
23,1851,10,811,0
23,1866,10,923,0
23,1905,9,175,1
23,2004,10,894,0
23,3877,10,853,1
23,3784,10,413,1
23,3775,10,413,1
23,3772,10,137,1
23,3701,9,944,0
23,3628,8,1180,1
23,3617,10,1180,1
23,3595,8,369,1
23,3440,7,976,1
23,3408,8,397,1
23,3359,8,283,1
23,54,10,894,0
23,3333,7,995,1
23,3178,10,321,1
23,3143,10,854,1
23,3060,8,1192,0
23,2825,5,835,0
23,2822,7,255,0
23,2730,10,262,1
23,2654,7,911,1
23,2612,9,119,1
23,2603,10,321,1
23,2444,9,410,1
23,2238,10,239,0
23,3312,8,175,1
23,8,8,1060,1
23,32,8,859,0
24,3695,5,1189,0
24,3307,4,1043,1
24,2765,9,503,1
24,2764,6,1189,0
24,2732,5,656,1
24,2015,8,539,1
24,1729,6,630,1
24,1719,9,828,0
24,2119,7,886,0
24,1411,2,437,1
24,1268,6,630,1
24,1108,5,386,0
24,1056,3,967,0
24,743,2,1301,1
24,617,6,15,0
24,512,5,1272,1
24,1581,7,643,1
25,2048,10,539,1
25,2859,7,656,1
25,2690,10,1257,1
25,2399,7,916,0
25,2393,6,656,1
25,2312,10,1173,1
25,2082,9,539,1
25,327,7,545,1
25,1724,8,254,0
25,324,8,545,1
25,227,6,230,1
25,221,6,230,1
25,166,9,1247,1
25,157,6,1234,1
25,141,10,761,0
25,131,10,439,1
25,2896,8,741,0
25,1660,8,1189,0
25,3025,7,559,1
25,3028,8,545,1
25,3358,7,748,0
25,603,6,1009,1
25,631,8,336,1
25,652,8,1011,1
25,823,8,1149,0
25,932,5,653,1
25,952,10,158,1
25,986,9,458,1
25,1155,9,221,1
25,1180,10,221,1
25,1222,8,221,1
25,1323,7,512,0
25,1327,6,240,1
25,1438,5,780,0
25,1445,7,1127,0
25,1451,7,1189,0
25,500,7,1255,0
25,2041,8,175,1
25,463,6,41,0
25,397,6,270,1
25,3489,8,1173,1
25,3492,5,906,0
25,3578,7,1160,1
25,3653,6,569,0
25,3699,8,226,1
25,3769,10,137,1
25,3872,6,33,1
25,3873,7,33,1
25,3874,8,33,1
25,3963,8,29,1
25,3980,9,537,1
25,331,7,545,1
25,333,7,545,1
25,340,6,274,0
25,391,9,1192,0
25,435,10,408,0
26,3756,7,823,0
26,3679,10,797,0
26,557,5,539,1
26,3955,5,513,1
26,3949,5,513,1
26,3872,8,33,1
26,131,8,439,1
26,133,8,439,1
26,342,8,523,0
26,442,5,136,1
26,455,7,368,0
26,1163,8,845,0
26,1280,10,827,1
26,1559,8,643,1
26,1729,9,630,1
26,1722,10,501,1
26,2011,7,539,1
26,2090,9,297,0
26,2115,9,539,1
26,2127,8,138,0
26,2339,5,572,1
26,2630,8,610,0
26,3021,9,1024,0
26,3030,9,1192,0
26,3429,1,397,1
26,3615,10,905,1
26,3620,8,1036,1
26,1779,9,812,0
27,96,8,404,0
27,122,8,1152,1
27,104,9,71,0
27,95,8,1030,0
27,688,7,633,1
27,58,8,1030,0
27,50,8,610,0
27,15,9,833,1
27,131,9,439,1
27,93,2,859,0
27,342,7,523,0
27,347,7,1204,0
27,391,8,1192,0
27,1009,7,276,1
27,992,7,214,1
27,991,9,449,0
27,989,8,694,1
27,987,9,345,0
27,969,7,10,0
27,966,6,355,0
27,963,9,33,1
27,958,9,258,1
27,933,6,39,0
27,888,5,1130,0
27,812,8,846,0
27,794,7,713,0
27,777,8,314,0
27,768,5,958,1
27,1021,7,767,0
27,1026,4,1033,1
27,1105,8,352,0
27,1220,9,923,0
27,409,9,100,1
27,413,8,660,1
27,421,7,51,0
27,439,9,408,0
27,444,8,67,0
27,447,7,888,0
27,519,6,461,1
27,732,8,850,1
27,562,8,290,1
27,566,5,290,1
27,1318,7,548,0
27,687,9,713,0
27,1293,9,877,1
27,1280,6,827,1
27,1254,5,1104,0
27,1249,4,39,0
27,563,9,290,1
27,738,8,321,1
27,2012,7,175,1
27,1591,8,478,1
27,3629,9,432,1
27,3662,5,1018,0
27,3664,9,50,0
27,3668,8,50,0
27,3675,2,256,0
27,3702,9,932,1
27,3703,9,932,1
27,3766,8,413,1
27,3773,9,413,1
27,3359,7,283,1
27,3775,8,413,1
27,3783,8,413,1
27,3836,9,932,1
27,3860,6,1208,0
27,3872,9,33,1
27,3873,9,33,1
27,3879,9,33,1
27,1995,1,931,1
27,3976,6,78,0
27,3990,8,1133,0
27,3777,8,413,1
27,3352,9,1115,0
27,3408,9,397,1
27,3333,7,995,1
27,2033,5,175,1
27,2042,7,175,1
27,2057,2,931,1
27,2124,8,138,0
27,2142,7,747,0
27,2148,9,551,0
27,2189,9,201,1
27,2213,5,304,1
27,3342,7,995,1
27,2247,8,747,0
27,2242,8,551,0
27,2470,6,1265,0
27,2606,8,275,1
27,2779,6,1221,1
27,3050,7,1233,1
27,3189,9,345,0
27,3229,7,1072,1
27,3291,6,618,1
27,3302,9,78,0
27,3318,7,505,1
27,2288,8,728,1
27,1327,9,240,1
28,845,10,182,0
28,70,10,186,0
28,418,2,899,0
28,456,6,585,0
28,891,7,804,0
28,1014,7,53,1
28,862,3,500,0
28,3882,9,762,0
28,3828,5,173,0
28,3679,10,797,0
28,3615,10,905,1
28,3584,9,739,0
28,3576,8,132,1
28,3873,10,33,1
28,3552,8,828,0
28,2958,8,252,1
28,2535,6,938,0
28,2396,8,947,0
28,1828,8,1275,0
28,1205,9,845,0
28,1021,9,767,0
28,3553,4,263,1
29,2092,8,539,1
29,2124,8,138,0
29,2956,8,291,1
29,2989,7,252,1
29,2994,8,252,1
29,3144,9,87,0
29,3120,8,149,1
29,3285,10,252,1
29,3525,1,1173,1
29,3940,7,513,1
29,2086,9,931,1
29,3066,6,864,0
29,2074,9,931,1
29,1799,7,10,0
29,2045,10,931,1
29,268,5,980,0
29,534,8,193,0
29,553,5,539,1
29,2048,8,539,1
29,792,8,75,0
29,833,10,608,0
29,559,10,539,1
29,969,4,10,0
29,1933,10,1120,0
29,1975,10,931,1
29,1996,10,931,1
29,2005,8,931,1
29,879,9,938,0
30,652,10,1011,1
30,1024,9,222,1
30,1848,8,511,0
30,2436,10,1276,0
30,3861,7,92,0
30,1452,10,1303,1
31,325,8,545,1
31,1141,6,863,0
31,1164,9,353,0
31,1206,7,186,0
31,1220,9,923,0
31,1238,8,160,0
31,1277,8,1046,1
31,1331,7,8,0
31,1402,7,967,0
31,1420,8,1189,0
31,1454,7,1193,0
31,1455,7,1193,0
31,1132,6,1009,1
31,1548,8,967,0
31,1615,8,231,1
31,1753,9,501,1
31,1782,7,1100,0
31,1796,10,501,1
31,1805,9,630,1
31,1816,8,630,1
31,1827,8,630,1
31,1848,7,511,0
31,1857,9,1136,1
31,1896,7,353,0
31,1898,9,353,0
31,1555,8,967,0
31,1910,7,924,1
31,1131,6,1009,1
31,1118,6,1009,1
31,361,10,546,0
31,347,8,1204,0
31,605,8,79,0
31,263,6,801,0
31,233,8,375,0
31,152,9,1234,1
31,131,7,439,1
31,12,8,529,1
31,5,8,662,0
31,608,6,1009,1
31,619,7,79,0
31,1130,6,1009,1
31,624,7,961,1
31,651,7,12,0
31,681,9,633,1
31,699,8,887,0
31,713,9,825,0
31,725,6,79,0
31,737,7,887,0
31,1012,8,1048,1
31,1040,8,455,1
31,1058,8,431,0
31,1080,6,1093,1
31,1088,9,808,0
31,632,7,79,0
31,1929,7,1139,1
31,1954,8,838,0
31,2186,7,840,0
31,3252,6,947,0
31,3263,9,864,0
31,3338,10,81,0
31,3429,7,397,1
31,3508,8,19,0
31,471,9,1239,1
31,3658,8,772,1
31,3664,9,50,0
31,3668,8,50,0
31,3714,6,79,0
31,3764,7,1134,1
31,3789,6,1134,1
31,3793,8,451,0
31,3832,8,904,0
31,3940,7,513,1
31,3941,7,513,1
31,3961,8,517,1
31,3212,8,229,1
31,3198,7,864,0
31,3615,7,905,1
31,2822,8,255,0
31,3171,8,40,0
31,2208,7,1189,0
31,2262,7,1082,1
31,2336,8,572,1
31,2429,9,600,1
31,2430,8,424,1
31,2431,8,1310,1
31,2438,8,424,1
31,2202,8,1189,0
31,2502,8,780,0
31,2499,8,780,0
31,2783,10,318,0
31,2773,7,1016,0
31,2764,6,1189,0
31,603,7,1009,1
31,2658,8,818,1
31,2656,8,818,1
31,2651,10,530,1
31,2681,6,640,1
32,1956,7,889,0
32,1750,7,75,0
32,1734,10,254,0
32,1724,9,254,0
32,1687,9,375,0
32,1362,10,1299,0
32,1305,10,263,1
32,1064,5,132,1
32,992,8,214,1
32,633,10,650,1
32,444,10,67,0
32,418,6,899,0
32,402,5,899,0
32,1348,7,1063,1
32,654,7,232,1
32,3211,10,1232,1
32,2470,9,1265,0
32,2585,5,560,0
32,2423,7,227,0
32,3600,6,139,1
32,3615,10,905,1
33,3979,7,933,1
33,3876,7,2,1
33,3825,7,206,1
33,3578,7,1160,1
33,3575,4,132,1
33,3340,7,1099,0
33,3268,8,1240,1
33,2186,6,840,0
33,2124,7,138,0
33,3404,7,1045,1
33,1019,5,16,0
33,967,9,502,1
33,784,4,639,1
33,447,9,888,0
33,417,9,1317,0
33,391,10,1192,0
33,378,8,610,0
33,123,6,757,0
33,121,8,1273,0
33,1821,7,630,1
33,58,9,1030,0
34,2323,10,1224,0
34,2396,10,947,0
34,2587,3,938,0
34,2879,10,255,0
34,3679,7,797,0
34,3549,10,963,0
34,3559,10,609,0
34,3601,6,1245,1
34,2135,10,212,0
34,2910,10,745,0
34,2114,10,1120,0
34,487,7,585,0
34,2057,8,931,1
34,1828,10,1275,0
34,1791,10,703,0
34,1272,10,630,1
34,1259,10,1112,0
34,1182,9,1023,0
34,1143,9,1195,0
34,1021,10,767,0
34,862,6,500,0
34,504,10,585,0
34,3896,10,585,0
34,2087,9,180,0
34,456,10,585,0
34,3922,10,211,0
34,3937,10,211,0
34,3916,8,238,1
34,3993,10,609,0
35,3756,7,823,0
35,1987,9,844,0
35,2035,8,539,1
35,2054,9,278,1
35,2420,8,570,0
35,2465,7,788,0
35,2470,10,1265,0
35,2474,6,674,0
35,2480,9,1265,0
35,2528,7,938,0
35,2574,8,938,0
35,3018,10,189,0
35,3120,8,149,1
35,3202,8,1175,1
35,3432,8,397,1
35,3447,8,612,0
35,3452,9,612,0
35,3519,8,612,0
35,3609,9,1164,1
35,3657,8,173,0
35,1786,8,630,1
35,2954,8,802,0
35,1720,9,630,1
35,1714,8,828,0
35,187,9,1197,0
35,231,8,84,0
35,241,8,760,0
35,256,9,1084,1
35,389,9,430,0
35,410,7,68,0
35,417,9,1317,0
35,442,7,136,1
35,444,9,67,0
35,487,8,585,0
35,495,8,585,0
35,563,8,290,1
35,584,7,539,1
35,683,7,84,0
35,687,7,713,0
35,777,8,314,0
35,799,8,49,0
35,1206,8,186,0
35,1327,7,240,1
35,1407,8,938,0
35,1677,9,828,0
35,1734,7,254,0
35,3848,9,1134,1
35,1163,9,845,0
36,2440,10,205,1
36,3701,10,944,0
36,3674,9,50,0
36,3626,7,704,0
36,3384,10,514,1
36,3359,10,283,1
36,3260,10,864,0
36,3198,5,864,0
36,2185,10,835,0
36,2003,10,931,1
36,1975,10,931,1
36,1882,9,395,1
36,1720,9,630,1
36,1324,10,474,1
36,1282,8,835,0
36,1220,10,923,0
36,1012,7,1048,1
36,985,10,858,1
36,945,9,15,0
36,823,8,1149,0
36,688,10,633,1
36,543,9,68,0
36,542,10,554,0
36,329,9,1268,1
36,321,10,185,0
36,312,10,1117,1
36,96,7,404,0
36,95,10,1030,0
36,3851,9,394,1
36,3977,10,356,0
37,150,7,887,0
37,1201,10,1194,0
37,2867,10,475,0
37,3938,10,585,0
38,3668,9,50,0
38,3286,6,252,1
38,2687,9,161,1
38,2474,8,674,0
38,1981,8,931,1
38,1976,5,278,1
38,3250,7,864,0
38,1507,7,25,0
38,1236,8,930,1
38,984,8,723,0
38,973,8,18,1
38,33,8,1030,0
38,1780,9,930,1
39,1324,8,474,1
39,2135,9,212,0
39,2251,10,256,0
39,2452,10,317,0
39,2620,7,1265,0
39,2621,7,828,0
39,3342,8,995,1
39,3333,10,995,1
39,3486,9,87,0
39,3579,8,905,1
39,1318,6,548,0
39,3877,10,853,1
39,3023,8,195,1
39,957,6,9,0
39,391,9,1192,0
39,568,8,68,0
39,525,9,290,1
39,417,9,1317,0
39,412,7,68,0
39,407,8,68,0
39,392,8,559,1
39,567,8,290,1
39,133,9,439,1
39,131,10,439,1
39,107,9,88,1
39,56,8,439,1
39,15,8,833,1
39,3968,5,933,1
39,572,8,68,0
39,542,6,554,0
39,543,9,68,0
40,2580,8,938,0
40,2106,7,175,1
40,1827,7,630,1
40,1406,5,231,1
41,2607,10,321,1
41,2625,10,27,0
41,2726,7,486,0
41,2807,7,1221,1
41,2853,8,835,0
41,2880,7,171,1
41,3759,10,103,1
41,2428,9,848,0
41,3830,9,684,0
41,3971,10,478,1
41,3979,10,933,1
41,3981,8,933,1
41,363,8,950,1
41,3651,10,1259,1
41,1705,9,664,0
41,328,8,274,0
41,1342,8,226,1
41,1367,7,984,0
41,391,9,1192,0
41,57,9,439,1
41,565,9,290,1
41,662,7,815,0
41,976,10,748,0
41,444,8,67,0
41,1016,7,380,0
41,1217,10,923,0
41,1282,10,835,0
41,1285,9,835,0
41,1295,8,166,1
41,1300,6,226,1
41,985,10,858,1
42,349,10,1055,1
42,3601,9,1245,1
42,3615,9,905,1
42,3620,7,1036,1
42,3884,10,1297,1
43,4030,10,973,1
44,3122,7,966,0
44,3049,9,1173,1
44,1548,9,967,0
44,2337,9,1173,1
44,1398,9,967,0
44,1389,10,967,0
44,2499,7,780,0
45,658,4,95,1
45,663,9,832,1
45,2603,9,321,1
45,2787,10,476,0
45,3753,2,948,1
46,447,9,888,0
47,1220,10,923,0
47,645,8,280,1
47,2958,7,252,1
47,405,9,301,0
47,2647,8,1071,1
47,2427,8,848,0
47,2920,7,745,0
47,1713,5,243,0
47,1675,5,243,0
47,1472,3,292,1
47,1470,6,292,1
47,2082,7,539,1
47,1459,5,395,1
48,3488,10,864,0
48,2478,5,1261,0
48,2574,10,938,0
48,2003,10,931,1
48,1691,10,243,0
48,455,8,368,0
48,2372,10,594,0
48,2074,10,931,1
49,3371,5,1075,1
49,283,3,516,1
49,667,6,825,0
49,681,10,633,1
49,718,5,292,1
49,1486,7,292,1
49,1491,5,1082,1
49,1671,8,735,1
49,195,8,1234,1
49,3842,8,1223,1
49,1786,7,630,1
49,2957,9,292,1
49,3961,8,517,1
50,1184,9,615,0
50,1664,8,866,0
50,2434,6,424,1
50,2503,9,780,0
50,3799,9,1251,1
50,3804,10,1252,1
50,1121,9,615,0
51,3401,9,864,0
51,3263,10,864,0
51,3198,10,864,0
51,3940,10,513,1
51,3076,10,864,0
51,2518,8,780,0
51,1901,10,1268,1
51,604,10,862,1
51,11,7,529,1
51,3078,10,864,0
52,1324,7,474,1
52,2479,8,438,1
52,2880,8,171,1
52,3139,7,633,1
52,3303,5,125,1
52,3363,6,1050,1
52,3944,6,513,1
52,3613,9,891,0
52,3973,7,78,0
52,3980,8,537,1
52,3986,7,933,1
52,1227,6,548,0
52,3410,7,1269,0
52,1013,6,9,0
52,570,7,68,0
52,978,6,162,0
52,23,9,679,0
52,125,9,1030,0
52,317,9,868,0
52,321,5,185,0
52,330,9,78,0
52,982,7,377,1
52,444,9,67,0
52,387,6,69,0
52,543,8,68,0
52,562,7,290,1
52,858,7,164,0
52,953,5,1261,0
52,959,7,1174,1
52,500,6,1255,0
53,2280,8,1173,1
53,2328,7,1173,1
53,2326,7,1173,1
53,2298,9,1173,1
53,2277,7,1173,1
53,1359,8,941,1
53,2265,7,1173,1
53,2276,8,1173,1
53,249,8,765,0
53,601,9,1230,1
53,618,8,1230,1
53,2256,7,1173,1
54,1723,6,828,0
54,2240,4,245,1
54,2380,5,173,0
54,2470,7,1265,0
54,2480,9,1265,0
54,2620,7,1265,0
54,3030,8,1192,0
54,1307,7,501,1
54,42,9,71,0
54,3410,9,1269,0
54,3608,6,704,0
54,3615,7,905,1
54,3688,8,381,0
54,3860,7,1208,0
54,3940,6,513,1
54,3955,6,513,1
54,3982,5,1133,0
54,3189,8,345,0
54,3126,7,1173,1
54,1244,9,935,0
54,983,6,723,0
54,50,8,610,0
54,86,7,1320,0
54,95,9,1030,0
54,120,4,800,0
54,125,8,1030,0
54,133,9,439,1
54,324,9,545,1
54,1243,7,75,0
54,325,9,545,1
54,426,5,1280,0
54,435,8,408,0
54,464,7,843,0
54,576,3,68,0
54,816,9,406,0
54,861,10,738,0
54,978,9,162,0
54,418,7,899,0
54,1154,6,221,1
54,2185,9,835,0
55,3315,9,83,0
55,3562,8,948,1
55,3110,8,263,1
55,2863,9,77,0
55,2480,8,1265,0
55,1898,8,353,0
55,1305,10,263,1
55,1022,10,740,0
55,1021,10,767,0
55,955,5,15,0
55,954,9,83,0
55,761,8,83,0
55,721,8,15,0
55,444,9,67,0
55,117,6,800,0
55,57,9,439,1
55,41,8,800,0
55,15,8,833,1
55,3566,8,521,0
55,3578,8,1160,1
56,605,10,79,0
56,2702,7,1267,0
56,684,9,79,0
56,1051,8,131,0
56,1507,10,25,0
56,1690,10,1,0
56,1839,8,131,0
56,1851,9,811,0
56,2205,7,840,0
56,2787,9,476,0
56,2941,8,1016,0
56,3976,6,78,0
56,599,8,80,0
57,3271,9,864,0
57,3393,8,864,0
57,2730,10,262,1
57,3205,10,1310,1
57,3980,10,537,1
57,3767,10,413,1
57,3071,8,626,1
57,110,10,370,1
57,984,10,723,0
57,563,4,290,1
57,309,10,410,1
57,205,6,948,1
57,3987,5,20,0
57,1742,5,1101,0
57,2444,10,410,1
57,2645,4,1228,1
58,2948,7,1216,0
58,659,4,898,0
58,694,5,79,0
58,1100,3,221,1
58,1265,7,737,0
58,2153,9,867,0
58,2290,8,726,1
58,2497,8,810,0
58,3835,5,1157,0
58,3922,5,211,0
59,2432,8,145,1
59,2438,10,424,1
59,2443,10,334,0
59,2449,8,1261,0
59,2451,8,683,0
59,2452,9,317,0
59,2512,8,780,0
59,2458,1,1173,1
59,2427,9,848,0
59,2459,10,1173,1
59,2462,10,147,1
59,2464,9,197,0
59,2466,10,584,0
59,2457,8,302,0
59,2468,10,285,1
59,2425,7,645,1
59,2413,7,726,1
59,2341,5,1173,1
